ingredient_text,allergens
"tempeh, paprika extract, maltodextrin, potassium chloride, tamari",soy
"INGREDIENTS: xanthan gum, fish paste, invert sugar, fish, thiamine, artificial flavors, potassium chloride, water. CONTAINS fish. MAY CONTAIN egg DUE TO SHARED EQUIPMENT","egg,fish"
"lecithin, meringue, mustard extract, natural colors, canola oil, invert sugar, yellow mustard, mustard, paprika extract, albumin","egg,mustard"
"marzipan, corn starch, maltodextrin (as stabilizer), sesame oil, water, carrageenan, palm oil, fish protein, mackerel","fish,sesame,tree_nuts"
"fructose, folate, riboflavin, lupin seeds, sugar, tapioca starch, water, lupin protein, xanthan gum, lupin concentrate",lupin
"wheat, guar gum, (produced in a facility that handles celery), palm oil, chestnut, pistachio, sunflower oil, almond flour","celery,tree_nuts,wheat"
"INGREDIENTS: turmeric, dextrose, hazelnut, chestnut, rice flour, palm oil (as stabilizer), walnut. MAY CONTAIN celery, fish DUE TO SHARED EQUIPMENT","celery,fish,tree_nuts"
"natural flavors, mono and diglycerides, sulfites, natural colors",sulphites
"shrimp paste, corn syrup, turmeric, lactic acid (as stabilizer)",shellfish
"almond, wheat starch, glucose, buttermilk, soy, almond flour, tofu, preservatives (for texture), mustard oil, carrageenan, rice flour, pine nut, natural colors, milk fat, corn starch, paprika extract, modified starch","dairy,mustard,soy,tree_nuts,wheat"
"maltodextrin, lupin protein, sweet lupin, mustard, sugar, lupin bean powder, glucose, calcium carbonate, folate, sodium bicarbonate, mustard paste","lupin,mustard"
"potato starch, hazelnut, marzipan, natural colors, tofu, soy lecithin, walnut, soybean, turmeric (as preservative)","soy,tree_nuts"
"INGREDIENTS: couscous, sunflower oil, maltodextrin, corn starch, turmeric, wheat germ, modified starch, magnesium carbonate (as preservative). CONTAINS wheat",wheat
"lupin concentrate, fish sauce, corn starch, corn syrup, goober peas, sugar, fructose, lupini beans, turmeric, lupin protein","fish,lupin,peanut"
"sodium sulfite, rice flour, calcium carbonate (as stabilizer), turmeric, fructose, sunflower oil",sulphites
"INGREDIENTS: sodium bicarbonate, (may contain traces of dairy, peanut), lecithin (for texture), peanut sauce, celery juice, celery spice, monkey nuts, goober peas, annatto. MAY CONTAIN molluscs, dairy DUE TO SHARED EQUIPMENT","celery,dairy,molluscs,peanut"
"INGREDIENTS: dextrose, baking powder, vegetable oil, canola oil, niacin",none
"maltodextrin, beta carotene, dextrose",none
"sunflower oil (for texture), maltodextrin, natural colors (for color), guar gum, fish sauce, rice flour, (may be present: dairy, soy, celery), natural flavors, tuna","celery,dairy,fish,soy"
"lupini beans, rice flour, lupin protein, tapioca starch, guar gum, canola oil, lupin concentrate, water, modified starch, carrageenan",lupin
"xanthan gum, invert sugar, sugar, carrageenan, vitamin A, sunflower oil",none
"INGREDIENTS: artificial flavors, marzipan, walnut oil, cashew, canola oil, potassium chloride, vitamin A, glucose, beta carotene (as preservative). CONTAINS tree_nuts. MAY CONTAIN celery, lupin DUE TO SHARED EQUIPMENT","celery,lupin,tree_nuts"
"pecan, egg protein, durum wheat, almond flour, citric acid, natural flavors, corn syrup, egg wash, wheat, hazelnut, semolina, dextrose (as stabilizer)","egg,tree_nuts,wheat"
"corn starch, baking powder, sunflower oil, preservatives",none
"turmeric, dried egg, modified starch (for texture), tapioca starch, carrageenan, artificial flavors, albumin",egg
"peanut protein, sesame paste, vitamin A, mustard extract, tahini, mono and diglycerides, salt, preservatives, natural colors, niacin, potato starch","mustard,peanut,sesame"
"INGREDIENTS: invert sugar, lupin concentrate, potassium chloride, folate, sodium bicarbonate, thiamine, tapioca starch, lupin flour. CONTAINS lupin",lupin
"baking powder, maltodextrin, thiamine",none
"sugar, tempeh, miso, folate, preservatives, niacin",soy
"vitamin D, sugar, natural colors, tempeh, preservatives, corn starch",soy
"fructose, corn starch, ground nut oil, paprika extract, wheat germ, water, pasta, carrageenan, peanut sauce, (manufactured on equipment that also processes sesame, shellfish), magnesium carbonate, sunflower oil, annatto","peanut,sesame,shellfish,wheat"
"INGREDIENTS: guar gum, vitamin A, sodium bicarbonate, sunflower oil, vegetable oil, yeast, vitamin E, dextrose (for texture)",none
"mono and diglycerides, beta carotene, dextrose (as stabilizer), soybean, gingelly oil, glucose, sesame flour, vitamin A (for color), modified starch, riboflavin (as stabilizer), sesame paste, annatto","sesame,soy"
"carrageenan, thiamine, mustard flour, celery spice, semolina, almond flour, baking powder, milk, chestnut, yogurt, celery seasoning, pecan, glucose, cheese, celery leaves, mustard powder, mustard","celery,dairy,mustard,tree_nuts,wheat"
"mono and diglycerides, modified starch, lecithin (as preservative)",none
"INGREDIENTS: celery powder, palm oil, beta carotene, fructose, modified starch, celery stalk, paprika extract. MAY CONTAIN dairy DUE TO SHARED EQUIPMENT","celery,dairy"
"lupin flour, vitamin A, corn starch, canola oil, (may contain traces of sesame, peanut, mustard), lupin protein, sweet lupin","lupin,mustard,peanut,sesame"
"xanthan gum (for color), riboflavin, gingelly oil, rice flour, guar gum, sesame protein, annatto, citric acid, folate, glucose",sesame
"gingelly oil, shellfish, wheat bran, natural colors, tempeh, periwinkle, sugar, crab, paprika extract, corn syrup, clam juice, couscous, lobster, modified wheat starch, dextrose (for texture), vitamin D","molluscs,sesame,shellfish,soy,wheat"
"INGREDIENTS: niacin, surimi, folate, preservatives, mackerel, turmeric, lecithin, maltodextrin, magnesium carbonate, corn starch, fish sauce",fish
"prawn, glucose, vitamin E, modified starch, paprika extract, lecithin, lupin, shellfish, langoustine, thiamine, lupin concentrate, lactic acid","lupin,shellfish"
"xanthan gum, sunflower oil (as stabilizer), vegetable oil, turmeric, vitamin D, fructose (as preservative), clam, lupin flour, potassium chloride, salt","lupin,molluscs"
"lactic acid (as stabilizer), gingelly oil, white sesame, dextrose, maltodextrin, til",sesame
"INGREDIENTS: potassium chloride (as stabilizer), modified starch, sunflower oil (for color)",none
"lupin seeds, lupin bean powder, thiamine, tapioca starch, water, vitamin A, dextrose, baking powder, palm oil",lupin
"INGREDIENTS: fish oil, sodium bicarbonate, yellow mustard, cod, corn starch, mustard powder, squid, krill, yeast, glucose, prawn, modified starch. MAY CONTAIN egg DUE TO SHARED EQUIPMENT","egg,fish,molluscs,mustard,shellfish"
"INGREDIENTS: dextrose, lupine, potato starch, sesame, mustard, lupin flour, pine nut, lupini, baking powder, brazil nut, potassium chloride. CONTAINS lupin, sesame, mustard, tree_nuts","lupin,mustard,sesame,tree_nuts"
"INGREDIENTS: lobster, potato starch, sunflower oil, shellfish, vitamin A, salt (as stabilizer), calcium carbonate, natural colors (for color), shrimp paste, corn syrup",shellfish
"potato starch (as stabilizer), magnesium carbonate, riboflavin, citric acid, canola oil, vitamin D, modified starch",none
"INGREDIENTS: lecithin, sodium metabisulfite, calcium carbonate, corn syrup, guar gum, vitamin A, yeast, sodium bicarbonate, salt. CONTAINS sulphites",sulphites
"potassium bisulfite, modified starch, magnesium carbonate, fructose, calcium carbonate, sugar",sulphites
"milk protein isolate, annatto, mono and diglycerides, carrageenan, rice flour, thiamine, dextrose",dairy
"folate, calcium carbonate, artificial flavors",none
"INGREDIENTS: niacin, almond milk, pistachio, egg wash, mono and diglycerides, vegetable oil, glucose, turmeric, paprika extract, semolina, potassium chloride, wheat gluten, sesame protein, egg protein, bread crumbs, pecan. CONTAINS wheat","egg,sesame,tree_nuts,wheat"
"soy protein, milk protein isolate, soy sauce, anchovy, fish paste, natural colors, potato starch, shellfish extract, maltodextrin (for color), preservatives, casein, preserved with sulfites, edamame, carrageenan, sulfites, prawn, folate, calcium carbonate, seafood, sulfur dioxide, palm oil, skimmed milk powder","dairy,fish,shellfish,soy,sulphites"
"INGREDIENTS: calcium carbonate, xanthan gum (for texture), corn starch",none
"artificial flavors, vitamin A, beta carotene, paprika extract, sugar, corn syrup (as stabilizer), maltodextrin",none
"artificial flavors, turmeric, pine nut, invert sugar, palm oil, niacin, lecithin, almond paste, paprika extract",tree_nuts
"INGREDIENTS: crawfish, goober peas, lobster, vegetable oil, palm oil, lupin seeds, crayfish, lupin concentrate, (processed in a facility that also processes sesame), glucose, lupine, modified starch. CONTAINS shellfish, peanut, sesame, lupin","lupin,peanut,sesame,shellfish"
"INGREDIENTS: preservatives, chestnut, natural colors, vegetable oil, vitamin A, thiamine (for color), hazelnut, annatto, sunflower oil. CONTAINS tree_nuts",tree_nuts
"krill, celery juice, sodium sulfite, sulfites, corn syrup, salt (for color), celery seeds, celery stalk, potassium chloride, modified starch","celery,shellfish,sulphites"
"INGREDIENTS: pasteurized egg, modified starch, mustard flour, water, palm oil, egg powder, oyster sauce, turmeric, magnesium carbonate, vitamin A, macadamia, yeast, mustard powder. CONTAINS molluscs, tree_nuts. MAY CONTAIN tree_nuts, egg DUE TO SHARED EQUIPMENT","egg,molluscs,mustard,tree_nuts"
"hydrolyzed soy protein, artificial flavors, sugar, natural flavors, dextrose, rice flour, citric acid, vegetable oil",soy
"lactic acid (for color), preservatives, corn syrup",none
"sunflower oil, vitamin E, mayonnaise, lactic acid, sugar, riboflavin (as stabilizer), lysozyme, sodium sulfite, egg yolk","egg,sulphites"
"magnesium carbonate, meringue, lobster, vitamin D, glucose, fructose, langoustine, seafood","egg,shellfish"
"INGREDIENTS: monkey nuts, maltodextrin (as stabilizer), sunflower oil, pecan, vitamin E, lactic acid, xanthan gum, ground peanuts, lecithin, cashew butter, sugar, salt. CONTAINS tree_nuts, peanut. MAY CONTAIN shellfish, tree_nuts, dairy DUE TO SHARED EQUIPMENT","dairy,peanut,shellfish,tree_nuts"
"peanut oil, paprika extract, fructose, modified starch, peanut, sugar (as stabilizer), sodium bicarbonate, palm oil, peanut flour, folate",peanut
"rice flour, yeast, lupin, palm oil, vitamin D, vitamin A, calcium carbonate, lupin bean powder, modified starch",lupin
"INGREDIENTS: mustard powder, calcium carbonate, mustard flour, vitamin A, lysozyme, carrageenan, mustard paste, riboflavin","egg,mustard"
"INGREDIENTS: tapioca starch, potato starch, folate. MAY CONTAIN shellfish DUE TO SHARED EQUIPMENT",",shellfish"
"soy, soya, natural flavors, lecithin, hydrolyzed soy protein, sunflower oil, sodium bicarbonate, peanut","peanut,soy"
"INGREDIENTS: corn starch, goober peas, beer nuts, vegetable oil (for color), magnesium carbonate, lactic acid. CONTAINS peanut. MAY CONTAIN egg DUE TO SHARED EQUIPMENT","egg,peanut"
"butter, mono and diglycerides, yogurt, sugar, calcium carbonate, lactic acid, invert sugar, magnesium carbonate",dairy
"carrageenan, milk powder, thiamine, vitamin A, dextrose, sunflower oil, celery, lactic acid","celery,dairy"
"vitamin E, preservatives, oyster, sunflower oil, (manufactured on equipment that also processes egg), glucose","egg,molluscs"
"INGREDIENTS: celery root, carrageenan (for color), celery salt, celery seasoning, corn syrup, dextrose, salt, potassium chloride. MAY CONTAIN fish DUE TO SHARED EQUIPMENT","celery,fish"
"fructose, natural colors, mustard extract, beta carotene, riboflavin, mustard powder, yellow mustard",mustard
"palm oil, egg yolk, guar gum, salt, niacin",egg
"INGREDIENTS: scallop, oyster, preservatives, niacin, corn syrup, vitamin D, peanut protein, seafood, clam, peanut butter, guar gum. CONTAINS peanut, shellfish. MAY CONTAIN molluscs, egg, celery DUE TO SHARED EQUIPMENT","celery,egg,molluscs,peanut,shellfish"
"citric acid, paprika extract, mono and diglycerides, sodium bicarbonate, yellow mustard, potassium chloride, soy protein, tapioca starch, soy flour, riboflavin","mustard,soy"
"INGREDIENTS: lecithin (as stabilizer), xanthan gum (for color), carrageenan, paprika extract (for texture), natural colors, magnesium carbonate (as preservative), vitamin E, vitamin A. MAY CONTAIN molluscs, egg, lupin DUE TO SHARED EQUIPMENT",",egg,lupin,molluscs"
"natural colors (as preservative), calcium carbonate, paprika extract, annatto, til, (may contain traces of molluscs, lupin), black sesame, sugar, tapioca starch, rice flour, sesame","lupin,molluscs,sesame"
"bread crumbs, calcium carbonate, fructose, glucose (as stabilizer), citric acid, albumin, sesame oil, beta carotene, whole wheat flour, artificial flavors, gingelly oil, sesame, flour","egg,sesame,wheat"
"natural colors, canola oil, guar gum, tapioca starch",none
"sunflower oil, guar gum, goober peas, turmeric, shrimp, calcium carbonate, rice flour, magnesium carbonate, arachis oil, invert sugar, prawn","peanut,shellfish"
"lactic acid, sesame protein, riboflavin, peanut oil, carrageenan, sesame seed, fructose, yeast, baking powder","peanut,sesame"
"pecan, goober peas, lupin concentrate, lupin seeds, wheat germ, pistachio, canola oil, lobster, xanthan gum (for color), corn syrup, lupin protein, chestnut, peanut oil, potassium chloride, paprika extract, palm oil, ground peanuts, maltodextrin, seafood","lupin,peanut,shellfish,tree_nuts,wheat"
"INGREDIENTS: corn syrup, durum wheat, potassium chloride, egg white, potato starch, wheat bran, natural colors, water. CONTAINS egg, wheat","egg,wheat"
"maltodextrin, glucose, sodium bicarbonate, potassium chloride, dextrose, annatto",none
"salt, milk powder, butter, vitamin A, vitamin E, paneer, sugar, calcium carbonate (for color), corn starch",dairy
"INGREDIENTS: preservatives, beer nuts, citric acid, canola oil, thiamine, salt (for color), monkey nuts, sweet lupin, corn syrup, tapioca starch. CONTAINS lupin","lupin,peanut"
"guar gum, yogurt, butter, rice flour, salt, corn starch, skimmed milk powder, carrageenan, glucose, lecithin",dairy
"canola oil (as stabilizer), baking powder, natural colors, dextrose, calcium carbonate",none
"guar gum, (produced in a facility that handles soy, dairy, sesame), sodium bicarbonate, lecithin, yellow mustard, natural flavors, thiamine, water (as preservative), mustard seed, invert sugar, corn syrup","dairy,mustard,sesame,soy"
"INGREDIENTS: natural flavors, maltodextrin, lecithin, potassium chloride, mono and diglycerides, sodium bicarbonate, potato starch",none
"INGREDIENTS: vitamin D, tapioca starch, maltodextrin, mono and diglycerides, salt, octopus, paprika extract, calamari, vitamin A, water, (may be present: soy, dairy, shellfish). MAY CONTAIN wheat, tree_nuts, sulphites DUE TO SHARED EQUIPMENT","dairy,molluscs,shellfish,soy,sulphites,tree_nuts,wheat"
"annatto, dextrose, (manufactured on equipment that also processes shellfish, dairy), lupin flour, lupin concentrate, lactic acid, lupin protein, thiamine, calcium carbonate (for texture)","dairy,lupin,shellfish"
"INGREDIENTS: invert sugar, natural flavors, sunflower oil, lobster, ground peanuts, natural colors, crayfish, vegetable oil, salt","peanut,shellfish"
"INGREDIENTS: magnesium carbonate, sugar (as preservative), (may be present: sesame, tree_nuts, shellfish), turmeric, dextrose, goober peas, beer nuts, sesame protein","peanut,sesame,sesame,shellfish,tree_nuts"
"paprika extract, calcium carbonate, citric acid, magnesium carbonate, yeast, corn syrup, baking powder, palm oil",none
"xanthan gum, paprika extract, fructose, corn starch",none
"almond, lobster, celery seasoning, corn starch, krill, glucose, riboflavin","celery,shellfish,tree_nuts"
"thiamine, invert sugar, paprika extract, vitamin A, fructose, sulphites, tapioca starch, dried fruits with sulfites, wine preservative (sulfites), water, vitamin E (as preservative)",sulphites
"INGREDIENTS: vegetable oil, celery seeds, vitamin D, glucose, celery powder, celery leaves",celery
"INGREDIENTS: sugar, invert sugar, baking powder, modified starch, water, fructose, salt, yeast",none
"carrageenan, baking powder, palm oil (for texture), pistachio, almond paste, vegetable oil, brazil nut, lactic acid",tree_nuts
"natural colors, corn starch, lobster, annatto (for color), langoustine, vitamin A, shrimp paste",shellfish
"fructose, thiamine, vegetable oil, turmeric, tapioca starch, potassium metabisulfite",sulphites
"INGREDIENTS: paprika extract (for color), baking powder, mustard paste, vitamin E, mustard, corn syrup, palm oil, mustard seed. CONTAINS mustard",mustard
"fructose, annatto, baking powder, calcium carbonate, preservatives, paprika extract",none
"celery juice, milk solids, annatto, natural colors (for texture), sodium caseinate, celery salt, lactose, mono and diglycerides","celery,dairy"
"INGREDIENTS: (may contain traces of sulphites, celery), citric acid, vitamin D, krill, lecithin, tapioca starch, lobster. CONTAINS celery","celery,shellfish,sulphites"
"INGREDIENTS: mustard paste, guar gum, fructose, water, celery extract, mustard, sugar, vegetable oil, potato starch, mustard oil, citric acid, celeriac. CONTAINS mustard","celery,mustard"
"annatto, (may contain traces of soy, tree_nuts, wheat), yeast, black sesame, bread crumbs, invert sugar, dextrose, calcium carbonate, sesame seed, preserved with sulfites","sesame,soy,sulphites,tree_nuts,wheat,wheat"
"sugar, celery powder, vitamin E, celery salt, natural colors",celery
"folate, modified starch, glucose, natural flavors, (produced in a facility that handles celery, soy, dairy), vitamin A","celery,dairy,soy"
"INGREDIENTS: baking powder, fructose, soy, pine nut, natto, soy sauce, beta carotene, peanut paste, peanut, sesame flour. CONTAINS peanut","peanut,sesame,soy,tree_nuts"
"invert sugar, ground peanuts, vitamin A, dextrose, beer nuts, abalone, peanut, oyster, turmeric, octopus, vegetable oil","molluscs,peanut"
"cashew, durum wheat, palm oil, paprika extract, preservatives, almond paste, niacin, calcium carbonate, pine nut, water, whole wheat flour","tree_nuts,wheat"
"lupin concentrate, turmeric (as preservative), lupin bean powder, salt, lecithin",lupin
"xanthan gum, modified starch, glucose, water, vitamin D",none
"crab, tapioca starch, artificial flavors, carrageenan, riboflavin, water",shellfish
"invert sugar, sesame flour, carrageenan, sesame seed, salt, sodium bicarbonate, maltodextrin, (may contain traces of tree_nuts, egg)","egg,sesame,tree_nuts"
"sodium bicarbonate, shrimp paste, celery seeds, celery seasoning, vegetable oil, calcium carbonate, langoustine, fructose, shellfish extract","celery,shellfish"
"lactic acid, sunflower oil, carrageenan, calcium carbonate, soya, egg white, cashew, riboflavin, mono and diglycerides, potassium chloride, textured vegetable protein, lysozyme, tofu, dried albumin, sodium bicarbonate, cream, walnut, paneer","dairy,egg,soy,tree_nuts"
"salt, turmeric, wheat germ, citric acid (for texture), beta carotene, modified wheat starch, paprika extract",wheat
"water (as stabilizer), fructose, yeast, rice flour, mono and diglycerides, calcium carbonate, folate, carrageenan",none
"glucose, preservatives, paprika extract, sodium bicarbonate, guar gum (as stabilizer), annatto, niacin, sesame flour, vitamin A",sesame
"INGREDIENTS: natural colors (as preservative), potato starch (as preservative), maltodextrin, salt, macadamia, riboflavin, baking powder. CONTAINS tree_nuts",tree_nuts
"water, durum wheat, natural colors, vitamin A, vitamin D, dijon mustard, natural flavors, sodium bicarbonate, citric acid, vegetable oil, wheat gluten, wheat bran","mustard,wheat"
"INGREDIENTS: lupine, lupin bean powder, (processed in a facility that also processes dairy, mustard), yeast, paprika extract, sugar, fructose, beta carotene, citric acid, artificial flavors, lupini beans. CONTAINS dairy, mustard, lupin. MAY CONTAIN sesame, molluscs, shellfish DUE TO SHARED EQUIPMENT","dairy,lupin,molluscs,mustard,sesame,shellfish"
"INGREDIENTS: potassium chloride, glucose (as preservative), guar gum",none
"lupin flour, carrageenan, scallop, xanthan gum, calcium carbonate, preservatives, egg protein, guar gum, baking powder, thiamine, egg yolk, egg lecithin, sugar","egg,lupin,molluscs"
"dextrose, natural colors, vitamin A, hydrolyzed soy protein, soybean, (manufactured on equipment that also processes sulphites, shellfish), miso, lactic acid","shellfish,soy,sulphites"
"krill, citric acid, periwinkle, tapioca starch, abalone, oyster sauce, niacin (for texture), vitamin D (for texture)","molluscs,shellfish"
"invert sugar, carrageenan, natural colors, guar gum, magnesium carbonate",none
"INGREDIENTS: salt, thiamine, sunflower oil, mussel, sodium bicarbonate, palm oil, sugar, lecithin (as stabilizer), squid",molluscs
"INGREDIENTS: whey, baking powder, corn starch, preservatives, yellow mustard, folate, turmeric, casein, mustard, mustard extract, natural flavors. CONTAINS mustard, dairy. MAY CONTAIN sulphites, sesame DUE TO SHARED EQUIPMENT","dairy,mustard,sesame,sulphites"
"potassium chloride, celery extract, crab, shellfish, preservatives, glucose, salt, modified starch, peanut oil, yeast, guar gum, sunflower oil","celery,peanut,shellfish"
"sulfur dioxide, lupin, sodium metabisulfite, palm oil, sodium sulfite, natural flavors, dextrose (as stabilizer), lupin seeds, lupin concentrate, paprika extract","lupin,sulphites"
"carrageenan, dextrose, cheese, yellow mustard, natural colors, potassium chloride","dairy,mustard"
"vegetable oil, soy flour, macadamia, sulfites, egg protein, egg powder, turmeric, carrageenan, soya, celery stalk, meringue, celery extract, celery spice","celery,egg,soy,sulphites,tree_nuts"
"INGREDIENTS: fish oil, fish protein, carrageenan, vitamin A (as stabilizer), peanut flour, anchovy, calcium carbonate, corn syrup, glucose, ground peanuts. CONTAINS peanut","fish,peanut"
"niacin, tahini, lecithin, celery stalk, lactic acid","celery,sesame"
"salt, (manufactured on equipment that also processes egg, fish, dairy), xanthan gum, egg white, egg powder, sesame, sunflower oil, folate, carrageenan, fish stock, globulin, paprika extract, sesame paste","dairy,egg,egg,fish,fish,sesame"
"potassium chloride, lecithin, sodium bicarbonate, turmeric, (manufactured on equipment that also processes tree_nuts, egg), artificial flavors, mono and diglycerides","egg,tree_nuts"
"niacin, natural flavors, mussel, rice flour, snail, citric acid, maltodextrin, potassium chloride (as preservative), yeast",molluscs
"thiamine, fructose, sodium bicarbonate, guar gum, natural flavors, riboflavin, canola oil, annatto",none
"sodium bicarbonate, potassium chloride, natural colors (for texture), thiamine, turmeric, treated with sulfites, invert sugar, rice flour, palm oil, sulfites, lupini beans","lupin,sulphites"
"dextrose, (produced in a facility that handles soy), magnesium carbonate, lupin concentrate, water (as stabilizer), lupin protein, lecithin, potato starch","lupin,soy"
"calcium carbonate, contains sulfites, corn syrup, anchovy, sunflower oil, xanthan gum, baking powder","fish,sulphites"
"crawfish, salt, artificial flavors, tamari, maltodextrin (for texture), (processed in a facility that also processes lupin)","lupin,shellfish,soy"
"turmeric, potassium chloride, sesame oil, annatto, (manufactured on equipment that also processes molluscs, sulphites), paneer, tapioca starch, carrageenan","dairy,molluscs,sesame,sulphites"
"mustard oil, mustard, thiamine, dijon mustard, annatto, water",mustard
"(processed in a facility that also processes celery), sodium metabisulfite, baking powder, vegetable oil, vitamin D, calcium carbonate, natural colors, xanthan gum, fructose, salt","celery,sulphites"
"yellow mustard, crayfish, fish powder, mustard oil, mackerel, crab, annatto, dijon mustard, (processed in a facility that also processes sulphites, celery), calcium carbonate, potassium chloride, invert sugar","celery,fish,mustard,shellfish,sulphites"
"INGREDIENTS: annatto, fish paste, corn syrup, tuna, lactic acid (for texture), lecithin. CONTAINS fish. MAY CONTAIN sulphites DUE TO SHARED EQUIPMENT","fish,sulphites"
"modified starch, thiamine, lupin protein, lupin, sunflower oil, water",lupin
"niacin, couscous, lecithin, dextrose, magnesium carbonate, modified starch",wheat
"sugar, calcium carbonate, ground peanuts, salt, water, peanut protein, corn starch, paprika extract, glucose, xanthan gum, peanut sauce",peanut
"soy lecithin, soy sauce, lactic acid, (produced in a facility that handles mustard, shellfish, lupin), preservatives, tofu, yeast, riboflavin","lupin,mustard,shellfish,soy"
"octopus, vitamin A, mustard powder, mustard seed, guar gum, abalone, mustard oil, vitamin D, mono and diglycerides","molluscs,mustard"
"invert sugar, mustard flour, vitamin E, calcium carbonate, palm oil, paprika extract, preservatives, maltodextrin, corn syrup",mustard
"INGREDIENTS: milk, albumin, meringue, peanut oil, magnesium carbonate, invert sugar, milk solids, (may contain traces of sesame, shellfish), calcium carbonate, lecithin, goober peas, glucose, palm oil, egg protein, ground nut oil, vitamin E. MAY CONTAIN sesame DUE TO SHARED EQUIPMENT","dairy,egg,peanut,sesame,shellfish"
"INGREDIENTS: invert sugar, vegetable oil, mono and diglycerides, celery, potassium chloride, maltodextrin, corn syrup, fructose",celery
"palm oil, clam juice, lysozyme, glucose, sunflower oil, egg wash, beta carotene, vitamin D, dried egg","egg,molluscs"
"INGREDIENTS: vitamin A, corn starch, artificial flavors (for texture), egg lecithin, dextrose. CONTAINS egg",egg
"rice flour, anchovy, calcium carbonate, fish paste, potato starch, (processed in a facility that also processes peanut, mustard), fish oil, artificial flavors, baking powder","fish,mustard,peanut"
"INGREDIENTS: (processed in a facility that also processes tree_nuts, shellfish, sesame), rice flour (as preservative), vitamin E, sardine, guar gum (as preservative). CONTAINS sesame, tree_nuts. MAY CONTAIN egg DUE TO SHARED EQUIPMENT","egg,fish,sesame,shellfish,tree_nuts"
"INGREDIENTS: carrageenan, turmeric, riboflavin (for color), crayfish, miso, corn starch, seafood, corn syrup. CONTAINS shellfish. MAY CONTAIN egg, mustard, soy DUE TO SHARED EQUIPMENT","egg,mustard,shellfish,soy"
"sunflower oil, vitamin D, krill, shellfish extract, dextrose, thiamine",shellfish
"INGREDIENTS: krill, calcium carbonate, corn starch, glucose, artificial flavors, xanthan gum, soy flour, sesame, vitamin E, cream, crayfish, thiamine, niacin, white sesame, walnut oil, textured vegetable protein. CONTAINS dairy. MAY CONTAIN lupin, molluscs, soy DUE TO SHARED EQUIPMENT","dairy,lupin,molluscs,sesame,shellfish,soy,tree_nuts"
"corn syrup (as stabilizer), natural colors, lactic acid, yeast, beta carotene, invert sugar, snail, artificial flavors, abalone, squid",molluscs
"corn starch, corn syrup, potato starch, niacin (as preservative)",none
"butter, milk fat, lecithin (for color), water, annatto, milk powder, canola oil",dairy
"INGREDIENTS: vitamin E, niacin, vitamin A, sodium bicarbonate, salmon, mustard extract, lactic acid. CONTAINS mustard, fish","fish,mustard"
"citric acid, carrageenan, thiamine (for color), water",none
"vegetable oil, pecan, pistachio, marzipan, riboflavin, (manufactured on equipment that also processes wheat), salt","tree_nuts,wheat"
"shellfish, palm oil, pasteurized egg, crab, folate, vitamin A, langoustine, niacin (for color), lysozyme, egg yolk","egg,shellfish"
"clam, preservatives (for texture), dextrose (as stabilizer), modified starch, tapioca starch, corn syrup, canola oil, oyster sauce, maltodextrin",molluscs
"INGREDIENTS: lactic acid (for color), fish extract, salt (as preservative), wheat protein, whelk, thiamine, periwinkle, potassium chloride, abalone, magnesium carbonate, fish powder, mackerel, modified wheat starch, edamame, pasta, peanut sauce","fish,molluscs,peanut,soy,wheat"
"guar gum, vitamin D, calcium carbonate, tapioca starch, (may be present: celery, tree_nuts)","celery,tree_nuts"
"thiamine, folate, preservatives, (produced in a facility that handles soy), rice flour, vitamin A, curd, milk protein","dairy,soy"
"dextrose, sodium bicarbonate, vitamin A, peanut oil, sunflower oil, hydrolyzed soy protein","peanut,soy"
"celery spice, modified starch, turmeric, fructose, corn starch, guar gum, celeriac, potato starch, celery extract, sunflower oil, citric acid",celery
"sunflower oil, thiamine, calcium carbonate, baking powder (as stabilizer), potassium metabisulfite, sugar, potato starch, artificial flavors, treated with sulfites, yeast",sulphites
"calcium carbonate (for texture), baking powder, rice flour, crab, macadamia, maltodextrin, vitamin A (as stabilizer), cashew butter, buttermilk","dairy,shellfish,tree_nuts"
"sesame seed, vitamin E, mustard extract, mustard paste, calcium carbonate, mustard oil, sugar (as preservative), corn starch, vitamin A, glucose, canola oil, palm oil (for color), sesame flour","mustard,sesame"
"palm oil, (processed in a facility that also processes molluscs, peanut), baking powder, sunflower oil, lecithin (for color), salt, artificial flavors","molluscs,peanut"
"(may contain traces of sulphites, fish, peanut), guar gum, baking powder, langoustine, vitamin E, palm oil, beta carotene, xanthan gum, natural flavors, canola oil","fish,peanut,shellfish,sulphites"
"lupine, natural flavors, lupin bean powder, artificial flavors, lupini beans, vegetable oil",lupin
"INGREDIENTS: mollusc powder, cod, tofu, citric acid, fructose, oyster, anchovy, (may be present: tree_nuts, mustard, shellfish), vitamin A (as preservative), potassium bisulfite, sulfites, xanthan gum, gingelly oil, niacin, modified starch (for texture). CONTAINS shellfish, soy, sulphites. MAY CONTAIN fish, egg, wheat DUE TO SHARED EQUIPMENT","egg,fish,molluscs,mustard,sesame,shellfish,soy,sulphites,tree_nuts,wheat"
"calcium carbonate, lupin flour, riboflavin, fish paste, natural flavors, sweet lupin, lupine, tapioca starch (for color)","fish,lupin"
"INGREDIENTS: celery seeds, celery root, magnesium carbonate (for color), artificial flavors, niacin, potassium chloride, palm oil, rice flour, glucose, carrageenan. CONTAINS celery",celery
